subject,Score,valence_acc_video,arousal_acc_video,Valence,Arousal,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff,Probe,index,avg_score,median_score,Norm_score,Chg_per_V,Chg_per_A,ValenceDiff,ArousalDiff,video,Last1,Last2,Last3,Last4,Last5
10,1.377076968,0,0,5,5,0.012,0.232,1.558,0.007,0.083,0.493,2.505,0,2072,2.335958661,1.466439723,0.233595866,0.275415394,0.275415394,0,0,3,1,0.5,0.666666667,0.75,0.6
10,0.304560253,0,0,5,5,0.035,0.126,0.319,0.028,0.164,0.164,0.246,0,2073,2.173559266,1.724416266,0.217355927,0.060912051,0.060912051,0,0.225,3,0,0.5,0.333333333,0.5,0.6
10,1.694231665,0,0,5,4.775,0.319,0.019,2.168,0.003,0.123,0,0.904,0,2074,2.163143399,1.724416266,0.221293442,0.338846333,0.354812914,0.038,1.766,3,0,0,0.333333333,0.25,0.4
10,0.237140913,0,0,4.962,3.234,0.162,0.077,0.561,0.014,0.164,0.78,0,0,2075,1.836778708,0.949611358,0.224106724,0.047791397,0.073327431,0.17,1.046,3,0,0,0,0.25,0.2
10,0.419821515,0,0,5.17,3.729,0.134,0.223,0.832,0.046,0.247,0.452,0.986,0,2076,1.710523523,1.575382637,0.192215251,0.081203388,0.112582868,0.208,0.495,3,0,0,0,0,0.2
10,0.641205332,0,0,5.17,3.729,0.182,0.552,0.223,0.014,0.082,2.218,0.041,0,2077,1.553753468,1.543650799,0.174598659,0.124024242,0.171951014,0,0,3,0,0,0,0,0
10,0.323982801,0,0,5.17,3.729,0.177,0.901,0.542,0.011,1.068,3.696,0.493,0,2078,1.229714849,1.267000511,0.138185734,0.062665919,0.086881953,1.248,0.255,3,0,0,0,0,0
10,2.135187394,0,0,6.418,3.474,0.055,0.126,0.136,0.011,0.329,1.437,0.164,1,2079,1.045295699,1.267000511,0.105670815,0.332687347,0.614619284,1.597,0.469,3,0,0,0,0,0
10,0.280783597,0,0,6.767,3.26,0.193,1.094,0.939,0.024,0.575,1.971,0.698,0,2080,0.954100424,1.305527101,0.095153129,0.041493069,0.086129938,0.349,0.214,3,1,0.5,0.333333333,0.25,0.2
10,0.80809209,0,0,6.767,3.26,0.268,0.426,0.551,0,0,1.807,0.247,0,2081,0.822208253,0.925414859,0.081999427,0.119416594,0.247881009,0.038,0.057,3,0,0.5,0.333333333,0.25,0.2
10,0.200653156,0,0,6.729,3.317,0.213,2.973,0.319,0.01,0.041,1.93,0.452,0,2082,0.704565872,0.47964264,0.070133971,0.029819164,0.060492359,0.038,0.057,3,0,0,0.333333333,0.25,0.2
10,0.058388561,0,0,6.729,3.317,0.335,1.453,0.475,0.024,0.041,0.575,0.246,0,2083,0.679948702,0.518318817,0.067683526,0.008677153,0.017602822,0.011,0,3,0,0,0,0.25,0.2
10,0.196961121,0,0,6.74,3.317,0.454,2.557,0.658,0.007,0.452,0.657,0.534,0,2084,0.530221648,0.376084283,0.052721651,0.029222718,0.059379295,0.145,0.193,3,0,0,0,0,0.2
10,0.002443879,0,0,6.874,3.124,0.457,1.937,0.194,0,0.123,0.083,1.478,0,2085,0.506751945,0.387975248,0.050685332,0.000355525,0.000782292,0.131,0.193,3,0,0,0,0,0
10,0.20796812,0,0,6.871,3.124,0.398,1.521,0.348,0.018,0.534,0.411,0.616,0,2086,0.485566605,0.36401557,0.048580951,0.030267519,0.066571101,0.006,0.013,3,0,0,0,0,0
10,0.448357608,0,0,6.868,3.137,0.359,1.075,0.61,0.038,0.287,0.04,0.165,0,2087,0.466281833,0.219379777,0.046604881,0.065282121,0.1429256,0.009,0.013,3,0,0,0,0,0
10,0.34862606,0,0,6.862,3.137,0.426,1.443,0.241,0.038,0.164,0.37,0.164,0,2088,0.468746159,0.225540591,0.046879304,0.050805313,0.111133586,0.006,0,3,0,0,0,0,0
10,0.081494424,0,0,6.862,3.137,0.509,1.259,0.813,0.046,0,1.273,1.807,0,2089,0.263376862,0.221304346,0.02634032,0.011876191,0.025978458,0.011,0,3,0,0,0,0,0
10,0.409505049,0,0,6.851,3.137,0.477,1.599,0.01,0.043,0.205,1.109,1.149,0,2090,0.276249007,0.283924204,0.02765809,0.059773033,0.130540341,0.031,0,3,0,0,0,0,0
10,0.743915891,0,0,6.831,3.137,0.473,4,0.252,0.028,0.041,1.108,2.012,0,2091,0.269831387,0.283924204,0.027069762,0.108902927,0.237142458,0.107,0.254,3,0,0,0,0,0
11,1.766386315,0,0,5,5,0.059,1.83,0.184,0.003,1.56,1.314,0.657,1,2092,0.426404703,0.32828337,0.04264047,0.353277263,0.353277263,0.004,1.708,3,0,0,0,0,0
11,2.407130949,0,0,5.004,3.292,0.178,3.681,0.716,0.004,4.066,2.67,0.411,1,2093,0.661278942,0.47031345,0.079710576,0.481041357,0.731206242,0.004,2.006,3,1,0.5,0.333333333,0.25,0.2
11,0.186482386,0,0,5.004,2.994,0.249,1.415,0.251,0.017,0.41,0.041,0.329,0,2094,0.660231068,0.478172501,0.082549521,0.037266664,0.062285366,0.01,0.956,3,1,1,0.666666667,0.5,0.4
11,0.175672146,0,0,5.014,2.336,0.181,3.448,0.29,0.025,0.411,1.972,3.573,0,2095,0.677553895,0.478172501,0.092184203,0.035036327,0.075202117,0.01,1.162,3,0,0.5,0.666666667,0.5,0.4
11,0.056211654,0,0,5.014,1.832,0.228,0.737,0.794,0.042,0.657,0.083,0.164,0,2096,0.662378248,0.491651614,0.096754053,0.01121094,0.030683217,0,0.64,3,0,0,0.333333333,0.5,0.4
11,0.397482407,0,0,5.014,1.696,0.166,2.489,0.223,0.024,0.164,0.329,3.984,0,2097,0.657290728,0.481938475,0.097956889,0.079274513,0.234364627,0.597,0.153,3,0,0,0,0.25,0.4
11,0.001335915,0,0,4.417,1.679,0.197,2.101,0.619,0.021,0.493,0.083,0.698,0,2098,0.622561714,0.555274326,0.102126265,0.000302448,0.000795661,0.869,0.083,3,0,0,0,0,0.2
11,0.013888112,0,0,4.145,1.613,0.09,2.848,0.958,0.025,0.78,0.822,0.411,0,2099,0.615801082,0.574236404,0.106947045,0.00335057,0.008610113,0.597,0.006,3,0,0,0,0,0
11,0.195200111,0,0,3.82,1.673,0.015,0.484,0.348,0.028,0.493,0.041,1.232,0,2100,0.594370589,0.571230743,0.108205095,0.051099505,0.116676695,0.325,0.06,3,0,0,0,0,0
11,0.114438502,0,0,3.82,1.673,0.118,1.453,0.542,0.035,0.205,0.534,0.328,0,2101,0.53142285,0.276143467,0.096745467,0.029957723,0.068403169,0,0.084,3,0,0,0,0,0
11,0.081529134,0,0,3.82,1.589,0.22,0.242,0.571,0.032,0.123,0.863,0.657,0,2102,0.362937132,0.130479656,0.067098749,0.021342705,0.051308454,0.042,0.431,3,0,0,0,0,0
11,1.51583914,0,0,3.778,1.242,0.036,0.804,0.542,0.028,1.273,0.329,0,0,2103,0.273807951,0.130479656,0.054543416,0.401227935,1.220482399,0.046,0.186,3,0,0,0,0,0
11,1.052260426,0,0,3.774,1.403,0.056,1.385,0.436,0.045,0.369,0.492,0.411,0,2104,0.360385755,0.284370809,0.069612856,0.278818343,0.750007431,0.004,0.039,3,0,0,0,0,0
11,0.309593563,0,0,3.774,1.281,0.217,0.746,0.271,0.042,1.602,0.862,0.862,0,2105,0.373777896,0.312969172,0.073942215,0.082033271,0.241681158,0.508,0.08,3,0,0,0,0,0
11,0.669114533,0,0,3.266,1.323,0.086,0.804,0.426,0.028,0.041,0.698,0.165,0,2106,0.435068184,0.511450026,0.094806752,0.20487279,0.505755505,0.508,0.042,3,0,0,0,0,0
11,1.787367561,0,0,3.266,1.323,0.102,3.894,0.697,0.035,2.053,0.411,1.15,1,2107,0.5740567,0.866717477,0.125094073,0.547265022,1.350995889,0,0.003,3,0,0,0,0,0
11,0.753933032,0,0,3.266,1.32,0.083,0.039,0.213,0.018,0.451,0.615,0.287,0,2108,0.649316411,0.843049673,0.141586658,0.230842937,0.571161388,0,0.003,3,1,0.5,0.333333333,0.25,0.2
11,1.49670057,0,0,3.266,1.32,0.225,3.371,0.271,0.045,2.217,0.945,0.165,0,2109,0.797597657,1.16179206,0.173920117,0.458267168,1.133864068,0,0,3,0,0.5,0.333333333,0.25,0.2
11,0.633800841,0,0,3.266,1.32,0.221,1.239,0.871,0.045,0.41,1.396,0.123,0,2110,0.84145773,0.994945152,0.183484023,0.19406027,0.480152152,0.551,1.01,3,0,0,0.333333333,0.25,0.2
11,0.090529451,0,0,2.715,2.33,0.134,0.068,0.677,0.029,0.082,1.478,0.287,0,2111,0.839066825,0.994945152,0.166316516,0.033344181,0.038853842,0.715,1.487,3,0,0,0,0.25,0.2
11,0.001347408,0,0,2.551,2.807,0.095,1.628,0.174,0.032,0.041,0.739,0.247,0,2112,0.831048653,0.994945152,0.155104265,0.000528188,0.000480017,0.195,0.567,3,0,0,0,0,0.2
11,0.01616858,0,0,2.52,2.897,0.114,0.078,0.184,0.035,0,0.903,0.287,0,2113,0.681081597,0.832383099,0.125730404,0.006416103,0.005581146,0.065,0.131,3,0,0,0,0,0
12,0.456619324,0,0,5,5,0.004,0.193,0.203,0.003,0.493,1.807,0.165,0,2114,0.621517486,0.587432928,0.062151749,0.091323865,0.091323865,0,0,3,0,0,0,0,0
12,0.647256968,0,0,5,5,0.394,0,0.319,0.024,0,0.575,0.041,0,2115,0.655283827,0.550676488,0.065528383,0.129451394,0.129451394,0,0,3,0,0,0,0,0
12,0.052435861,0,0,5,5,0.43,1.55,0.01,0.021,0.164,1.519,0.288,0,2116,0.59361596,0.665304758,0.059361596,0.010487172,0.010487172,0,0,3,0,0,0,0,0
12,0.228852681,0,0,5,5,0.339,0.29,0.232,0.014,0.082,0.124,0.164,0,2117,0.437764472,0.581933678,0.043776447,0.045770536,0.045770536,0.092,0.715,3,0,0,0,0,0
12,0.071157875,0,0,5.092,4.285,0.3,1.056,0.058,0.028,0.041,1.191,0.123,0,2118,0.369486956,0.532389097,0.039403536,0.013974445,0.016606272,0.078,1.221,3,0,0,0,0,0
12,0.085359097,0,0,4.922,3.779,0.729,0.029,0.358,0.007,0.082,0.616,0,0,2119,0.228352809,0.342561299,0.026244433,0.01734236,0.022587747,0.056,1.128,3,0,0,0,0,0
12,0.002213378,0,0,5.036,3.157,0.567,1.627,0.426,0.007,0.041,0.863,0.164,0,2120,0.165194062,0.169036473,0.02016283,0.000439511,0.000701102,0.114,0.578,3,0,0,0,0,0
12,0.047446306,0,0,5.036,3.201,0.359,1.656,0.184,0.004,0.082,1.067,2.711,0,2121,0.160885748,0.168991274,0.019532081,0.009421427,0.014822339,0,0.071,3,0,0,0,0,0
12,0.10240388,0,0,5.036,3.228,0.387,0.901,0.213,0,0.123,0.328,0.082,0,2122,0.170991395,0.148546786,0.020691117,0.020334369,0.031723631,0,0.132,3,0,0,0,0,0
12,0.33287242,0,0,5.036,3.069,0.406,2.547,0.552,0.007,0.205,1.149,2.957,0,2123,0.202661779,0.249751121,0.025004538,0.066098574,0.108462828,0,0.165,3,0,0,0,0,0
12,0.075270541,0,0,5.036,3.063,0.631,0.223,0,0.003,0.205,2.628,0.123,0,2124,0.164526901,0.140124116,0.020314471,0.014946493,0.024574124,0,0.168,3,0,0,0,0,0
12,0.659785999,0,0,5.036,2.901,0.69,2.479,0.591,0.003,0.328,2.136,0.041,1,2125,0.165779804,0.140124116,0.02088696,0.1310139,0.227433988,0,0.162,3,0,0,0,0,0
12,0.088198219,0,0,5.036,2.901,0.441,1.327,0.251,0.004,0.164,0.328,5.708,0,2126,0.16935604,0.125054439,0.021337538,0.017513546,0.030402695,0,0.152,3,1,0.5,0.333333333,0.25,0.2
12,0.049934374,0,0,5.036,2.749,0.363,1.801,0.136,0,0.287,1.027,0.123,0,2127,0.151464209,0.043612216,0.019455904,0.009915483,0.018164559,0,0.214,3,0,0.5,0.333333333,0.25,0.2
12,0.955604578,0,0,5.036,2.687,0.517,2.024,0.136,0.004,0.082,0.821,5.79,1,2128,0.239908879,0.218986869,0.031064208,0.189754682,0.355639962,0,0.05,3,0,0,0.333333333,0.25,0.2
12,0.017183543,0,0,5.036,2.699,0.583,0.959,0.184,0.021,0.205,0.329,0.411,0,2129,0.233091324,0.227186962,0.030134625,0.003412141,0.006366633,0,0.053,3,1,0.5,0.333333333,0.5,0.4
12,0.213538414,0,0,5.036,2.634,0.469,1.327,0.252,0.007,0.575,1.643,0.123,0,2130,0.254223827,0.246770503,0.033145219,0.042402386,0.081070013,0,0.065,3,0,0.5,0.333333333,0.25,0.4
12,0.821722243,0,0,5.036,2.634,0.157,0.213,0.164,0.018,0.082,1.602,0.411,1,2131,0.331651421,0.499555144,0.043240081,0.163169627,0.311967442,0,0,3,0,0,0.333333333,0.25,0.2
12,0.045575149,0,0,5.036,2.634,0.221,0.436,0.387,0.007,0.493,0.329,2.217,0,2132,0.325968548,0.521789189,0.042499159,0.009049871,0.017302638,0,0,3,1,0.5,0.333333333,0.5,0.4
12,0.392205843,0,0,5.036,2.634,0.343,0.213,0.145,0,0.123,0.986,0.082,0,2133,0.33190189,0.536622544,0.043272737,0.07788043,0.148901231,0,0,3,0,0.5,0.333333333,0.25,0.4
12,0.007549786,0,0,5.036,2.634,0.379,1.55,0.184,0.017,0.082,1.807,2.053,0,2134,0.325129815,0.546226005,0.042389806,0.001499163,0.002866282,0,0.029,3,0,0,0.333333333,0.25,0.2
12,0.093109723,0,0,5.036,2.663,0.366,0.765,0.009,0.003,0.246,0.452,0.164,0,2135,0.268462187,0.300874031,0.034869748,0.018488825,0.034964222,0,0.029,3,0,0,0,0.25,0.2
13,0.385897414,0,0,5,5,1.841,0.019,2.498,0.003,0.493,0.205,0.41,0,2136,0.298232107,0.343963781,0.029823211,0.077179483,0.077179483,0,0,3,0,0,0,0,0.2
13,2.57E-05,0,0,5,5,0.114,0.668,0.958,0.007,0.247,0.164,0,0,2137,0.293241239,0.366347291,0.029324124,0.00000514,0.00000514,0,0,3,0,0,0,0,0
13,0.088586329,0,0,5,5,0.134,0.116,0.523,0.007,0.287,0.246,0.041,0,2138,0.206539414,0.31852622,0.020653941,0.017717266,0.017717266,0.474,0.011,3,0,0,0,0,0
13,0.092505204,0,0,4.526,5.011,0.051,0.736,1.848,0.007,0.041,0.041,0,0,2139,0.214071581,0.28647972,0.022446428,0.020438622,0.018460428,0.474,0.02,3,0,0,0,0,0
13,0.254750412,0,0,4.526,5.02,0.493,0.009,0.242,0.007,0.123,0.287,0.493,0,2140,0.21819278,0.29678272,0.022856985,0.056285995,0.050747094,0,0.009,3,0,0,0,0,0
13,0.075101512,0,0,4.526,5.02,0.532,1.094,1.035,0.007,0,0.164,0,0,2141,0.143530707,0.1613835,0.015035691,0.016593352,0.014960461,0.005,0.735,3,0,0,0,0,0
13,0.524229907,0,0,4.531,4.285,0.899,0.543,0.281,0.017,0.123,0.082,0.452,0,2142,0.191396183,0.274637947,0.021710093,0.115698501,0.122340702,0.464,0.44,3,0,0,0,0,0
13,0.243941921,0,0,4.99,4.58,0.268,0.92,0.329,0.021,0,0.082,0,0,2143,0.176569791,0.173575573,0.018450344,0.048886157,0.053262428,0.44,0.319,3,0,0,0,0,0
13,0.296113492,0,0,4.971,4.604,1.017,0.019,2.343,0.014,0.205,0.082,0.164,0,2144,0.205426161,0.196206674,0.021454429,0.059568194,0.064316571,0.522,0.038,3,0,0,0,0,0
13,0.000320577,0,0,4.468,4.618,0.568,0.048,1.374,0.01,0,0.205,0.124,0,2145,0.196147247,0.207300006,0.021587855,7.17E-05,6.94E-05,1.13,0.051,3,0,0,0,0,0
13,0.041960377,0,0,3.841,4.553,0.272,0.591,2.459,0.011,0.123,0.082,0.247,0,2146,0.161753543,0.201802629,0.019270139,0.010924337,0.009215984,0.63,0.047,3,0,0,0,0,0
13,0.095399654,0,0,3.838,4.571,0.595,0.532,1.529,0.028,0.041,0.123,0.083,0,2147,0.171290939,0.173575573,0.020369953,0.024856606,0.020870631,0.026,0.04,3,0,0,0,0,0
13,2.076751218,0,0,3.815,4.593,0.686,0.465,0.484,0.021,1.602,0.041,0.206,1,2148,0.370107427,0.206320287,0.044018486,0.544364671,0.452155719,0.444,0.215,3,0,0,0,0,0
13,0.186309567,0,0,3.394,4.786,0.682,0.193,1.906,0.018,0.534,0.082,0.328,0,2149,0.379487864,0.205596675,0.046392159,0.054893803,0.038928033,0.306,0.248,3,1,0.5,0.333333333,0.25,0.2
13,0.563652088,0,0,3.509,4.841,0.138,0.029,1.123,0.014,1.438,0.123,0.246,1,2150,0.410378031,0.387024756,0.04914707,0.160630404,0.116432987,0.115,0.055,3,0,0.5,0.333333333,0.25,0.2
13,0.265199037,0,0,3.509,4.841,0.887,0.455,1.558,0.01,0.452,0.082,0.123,0,2151,0.429387784,0.349073671,0.051423687,0.075576813,0.054781871,0,0,3,1,0.5,0.666666667,0.5,0.4
13,0.514750262,0,0,3.509,4.841,0.272,0.049,1.684,0.021,0.74,0,3.326,0,2152,0.428439819,0.341963937,0.051310158,0.14669429,0.106331391,0,0.004,3,0,0.5,0.333333333,0.5,0.4
13,0.113818313,0,0,3.509,4.845,0.328,1.192,1.133,0.021,0.37,0.082,0.082,0,2153,0.415427459,0.360086751,0.04972797,0.032436111,0.023491912,0.302,0.123,3,0,0,0.333333333,0.25,0.4
13,0.478039984,0,0,3.811,4.964,0.501,0.581,2.178,0.014,0.657,0.164,1.725,0,2154,0.433620108,0.405568374,0.049415397,0.125436889,0.096301367,0.302,0.119,3,0,0,0,0.25,0.2
13,0.075114408,0,0,3.811,4.964,0.445,1.037,2.914,0.004,0.534,0,0.739,0,2155,0.441099491,0.405568374,0.050267748,0.019709895,0.015131831,0,0.002,3,0,0,0,0,0.2
13,0.115415592,0,0,3.811,4.966,0.02,0.019,0.426,0.024,0.083,0,1.396,0,2156,0.448445012,0.39135506,0.0510932,0.030284858,0.023241158,0.543,0.061,3,0,0,0,0,0
13,0.751726831,0,0,3.268,5.025,0.138,0.3,1.897,0.028,0.493,0.082,0.78,1,2157,0.51407773,0.418287546,0.061989356,0.23002657,0.149597379,0.543,0.053,3,0,0,0,0,0
14,0.173163901,0,0,5,5,0.074,0.523,0.155,0.004,0.657,0.04,0.657,0,2158,0.323718998,0.375720023,0.0323719,0.03463278,0.03463278,0,0,3,1,0.5,0.333333333,0.25,0.2
14,0.407423821,0,0,5,5,0.571,1.85,0.058,0.003,0,0,0.124,0,2159,0.345830424,0.375720023,0.034583042,0.081484764,0.081484764,0,0,3,0,0.5,0.333333333,0.25,0.2
14,0.192873147,0,0,5,5,0.489,0.795,0.203,0.011,0,0.206,0.082,0,2160,0.30875253,0.330533274,0.030875253,0.038574629,0.038574629,0.036,0.793,3,0,0,0.333333333,0.25,0.2
14,0.269915855,0,0,5.036,4.207,0.462,1.201,0.697,0.004,0.082,0.369,0.822,0,2161,0.309224211,0.330533274,0.033454962,0.053597271,0.064158749,0.036,0.908,3,0,0,0,0.25,0.2
14,1.022206612,0,0,5.036,4.092,0.485,0.204,0.213,0.011,4.271,0.287,0.698,1,2162,0.359969846,0.330533274,0.039435785,0.202979867,0.249806112,0,0.126,3,0,0,0,0,0.2
14,0.512397731,0,0,5.036,4.081,0.366,0.087,0.465,0.004,0.041,0.493,1.191,1,2163,0.399827788,0.325717082,0.043855192,0.101746968,0.125556905,0,0.011,3,1,0.5,0.333333333,0.25,0.2
14,0.245428434,0,0,5.036,4.081,0.564,0.136,0.455,0.003,4.189,0.123,0.78,0,2164,0.376566633,0.308063041,0.041303788,0.048734796,0.060139288,0,0.036,3,1,1,0.666666667,0.5,0.4
14,0.240625911,0,0,5.036,4.045,0.474,1.23,0.416,0.011,0.041,0.164,0.041,0,2165,0.393117784,0.281342916,0.043290142,0.047781158,0.059487246,0.019,0.081,3,0,0.5,0.666666667,0.5,0.4
14,0.098091513,0,0,5.017,4,0.544,2.015,0.126,0.011,0.082,0.042,0.246,0,2166,0.391385376,0.281342916,0.043405276,0.019551826,0.024522878,0.046,0.1,3,0,0,0.333333333,0.5,0.4
14,0.015880614,0,0,4.99,3.945,0.54,2.189,0.184,0.003,0.082,0.04,0.247,0,2167,0.317800754,0.194955617,0.035568075,0.003182488,0.004025504,0.061,0.093,3,0,0,0,0.25,0.4
14,0.005772934,0,0,4.956,3.907,0.193,1.55,0.058,0.003,0.205,0,0.411,0,2168,0.301061657,0.251259908,0.033968369,0.001164837,0.001477587,0.041,0.038,3,0,0,0,0,0.2
14,0.032990684,0,0,4.949,3.907,0.295,0.251,0.155,0.021,0.041,0.082,0.206,0,2169,0.263618344,0.214528109,0.029767202,0.006666131,0.008443994,0.02,0.035,3,0,0,0,0,0
14,0.006052259,0,0,4.936,3.872,0.489,0.891,0.097,0.035,0.041,0.083,0.205,0,2170,0.244936255,0.243635868,0.027808385,0.001226146,0.001563083,0.018,0.056,3,0,0,0,0,0
14,0.00880654,0,0,4.931,3.851,0.505,0.349,0.058,0.025,0.205,0,0.041,0,2171,0.218825323,0.233652745,0.024917482,0.001785954,0.002286819,0.012,0.021,3,0,0,0,0,0
14,0.534351267,0,0,4.924,3.851,0.501,2.964,0.735,0.028,0.698,0.206,0.246,1,2172,0.170039789,0.233652745,0.019377754,0.108519754,0.138756496,0.007,0.14,3,0,0,0,0,0
14,0.257404929,0,0,4.924,3.711,0.516,3.651,0.02,0.056,0.287,0.082,0,0,2173,0.144540509,0.233652745,0.016738912,0.052275575,0.069362686,0.04,0.247,3,1,0.5,0.333333333,0.25,0.2
14,0.04753772,0,0,4.964,3.604,0.197,1.095,0.851,0.046,0.698,0.288,0.246,0,2174,0.124751437,0.194417253,0.014560158,0.009576495,0.013190266,0.04,0.107,3,0,0.5,0.333333333,0.25,0.2
14,0.211938981,0,0,4.964,3.604,0.103,1.695,0.309,0.021,0,0.164,3.45,0,2175,0.121882744,0.172902056,0.014225344,0.042695202,0.058806599,0.001,0,3,0,0,0.333333333,0.25,0.2
14,0.123129369,0,0,4.963,3.604,0.453,2.741,0.078,0.028,0.246,0.082,0.123,0,2176,0.12438653,0.17916152,0.014519263,0.024809464,0.034164642,0.003,0.013,3,0,0,0,0.25,0.2
14,0.033507115,0,0,4.961,3.617,0.56,1.047,0.329,0.028,0.205,0,3.327,0,2177,0.12614918,0.174884002,0.01470613,0.006754105,0.009263786,0.012,0.054,3,0,0,0,0,0.2
14,0.167456663,0,0,4.951,3.658,0.351,2.131,0.3,0.053,0.082,0.123,0.616,0,2178,0.142317553,0.16769861,0.016531252,0.033822796,0.045778202,0.01,0.041,3,0,0,0,0,0
14,0.109307301,0,0,4.951,3.658,0.169,0.737,0.049,0.049,0.411,0.205,0,0,2179,0.149949214,0.163803635,0.017417727,0.022077823,0.029881712,0.002,0,3,0,0,0,0,0
15,0.363315981,0,0,5,5,0.403,0.436,0.126,0.021,0.575,0.123,0.123,0,2180,0.185675587,0.183058327,0.018567559,0.072663196,0.072663196,0.734,0.174,3,0,0,0,0,0
15,0.25391419,0,0,5.734,5.174,0.54,0.213,0.726,0.01,6.653,0.206,5.668,0,2181,0.210186352,0.143769426,0.019269009,0.04428221,0.049075027,1.344,0.426,3,0,0,0,0,0
15,1.030563287,0,0,6.344,5.426,0.477,0.088,0.049,0.017,1.766,0.903,0.616,0,2182,0.259807554,0.143769426,0.022073709,0.162446924,0.189930573,0.573,0.664,3,0,0,0,0,0
15,1.097290342,0,0,6.307,5.838,0.446,0.629,0.029,0.021,1.602,0.986,0.123,0,2183,0.343796095,0.223202715,0.028307624,0.173979759,0.187956551,0.092,0.242,3,0,0,0,0,0
15,0.236204905,0,0,6.252,5.668,0.516,0.436,0.068,0.025,1.479,0.575,0.698,0,2184,0.362662813,0.201754341,0.030424733,0.037780695,0.041673413,0.601,0.189,3,0,0,0,0,0
15,0.468687127,0,0,6.908,6.027,0.587,1.976,0.687,0.028,0.533,0.206,0.493,0,2185,0.388337628,0.308133148,0.030022236,0.067847007,0.077764581,0.675,0.562,3,0,0,0,0,0
15,1.636536247,0,0,6.927,6.23,0.457,1.841,1.22,0.01,13.717,0.658,0.493,0,2186,0.539678316,0.705450524,0.041018341,0.236254691,0.262686396,0.256,0.641,3,0,0,0,0,0
15,2.896577164,0,0,6.652,5.386,0.442,2.654,1.955,0.007,0.697,0.821,0.862,0,2187,0.825985321,0.839976352,0.06861483,0.435444553,0.537797468,0.174,1.565,3,0,0,0,0,0
15,1.226703491,0,0,6.753,4.665,0.414,2.819,0.058,0.007,14.291,1.068,0.164,0,2188,0.931910004,0.913085566,0.081617622,0.181653116,0.262958948,0.037,0.123,3,0,0,0,0,0
15,0.12758692,0,0,6.615,5.509,0.441,1.976,0.019,0.018,10.76,0.247,0.123,0,2189,0.933737965,0.913085566,0.077015669,0.019287516,0.023159724,0.081,0.82,3,0,0,0,0,0
15,6.925553001,0,0,6.672,5.485,0.45,0.523,0.765,0.029,6.447,1.232,2.382,1,2190,1.589961667,1.226470634,0.130785693,1.038002548,1.262635005,0.511,0.107,3,0,0,0,0,0
15,0.349875207,0,0,7.126,5.402,0.446,0.184,1.21,0.007,8.87,0.452,0.287,0,2191,1.599557769,1.154499871,0.127678621,0.049098401,0.064767717,0.718,0.218,3,1,0.5,0.333333333,0.25,0.2
15,4.144317564,0,0,7.39,5.267,0.441,1.579,0.484,0.01,6.242,0.575,2.793,1,2192,1.910933197,2.201988748,0.150978367,0.560800753,0.78684594,0.264,0.275,3,0,0.5,0.333333333,0.25,0.2
15,0.738982205,0,0,7.39,5.127,0.359,0.494,0.232,0,0.821,0.329,0.246,0,2193,1.875102383,2.201988748,0.149804457,0.099997592,0.144135402,0.443,0.251,3,1,0.5,0.666666667,0.5,0.4
15,3.059288789,0,0,6.947,5.016,0.272,2.402,0.891,0.01,1.643,0.288,0.288,0,2194,2.157410772,2.482349986,0.18034028,0.440375527,0.609906058,0.858,0.632,3,0,0.5,0.333333333,0.5,0.4
15,2.733675375,0,0,6.532,4.495,0.323,2.257,1.103,0.014,2.711,0.822,4.805,0,2195,2.383909596,2.157698356,0.21618841,0.418505109,0.608159149,0.294,0.202,3,0,0,0.333333333,0.25,0.4
15,0.335843086,0,0,6.653,4.814,0.418,3.37,0.784,0.017,1.397,0.123,0.082,0,2196,2.25384028,2.571458926,0.196550125,0.050479947,0.069763832,0.156,0.245,3,0,0,0,0.25,0.2
15,0.08826927,0,0,6.688,4.74,0.292,2.731,0.417,0,0.615,0.369,5.175,0,2197,1.973009491,2.638534319,0.172646963,0.013198156,0.018622209,0.291,0.682,3,0,0,0,0,0.2
15,0.089002781,0,0,6.362,4.132,0.201,0.213,0.194,0,0.492,0.369,0.205,0,2198,1.85923942,2.798234474,0.177171662,0.013989749,0.021539879,0.44,0.519,3,0,0,0,0,0
15,0.131096715,0,0,6.248,4.221,0.221,0.717,0.02,0.007,0.41,0.657,0.082,0,2199,1.859590399,2.795602128,0.177628274,0.020982189,0.031058213,0.323,0.096,3,0,0,0,0,0
15,0.064878433,0,0,6.039,4.228,0.339,0.474,0.184,0.003,0.083,0.411,0.493,0,2200,1.173522943,2.135475818,0.114300472,0.010743241,0.015344946,0.247,0.475,3,0,0,0,0,0
15,0.081018467,0,0,6.001,3.746,0.354,0.31,0.077,0.011,0.657,1.15,0.164,0,2201,1.146637269,2.146549435,0.117640019,0.013500828,0.021627994,0.442,0.403,3,0,0,0,0,0
16,0.071948992,0,0,5,5,0.197,3.022,0.126,0.091,9.281,4.353,0.986,0,2202,0.739400411,0.555366258,0.073940041,0.014389798,0.014389798,0,0,3,0,0,0,0,0
16,0.033151337,0,0,5,5,0.28,0.465,1.142,0.059,0.123,0,0.656,0,2203,0.668817325,0.210440133,0.066881732,0.006630267,0.006630267,0,0,3,0,0,0,0,0
